Rank,Name,website,Country,Sector,Absolute growth rate (%),Compound annual growth rate (%),Revenue 2024 (€),Revenue 2021 (€),Employees 2024,Employees 2021,Founding year,linkedin_company_profile
231,Plum,withplum.com,UK,"Fintech, Financial Services & Insurance",396.9,70.6,23731254,4713240,227,114,2016,https://uk.linkedin.com/company/plum-fintech
726,Pockit,pockit.com,UK,"Fintech, Financial Services & Insurance",106.1,27.3,"10,173,907","4,870,153",135,31,2014,https://uk.linkedin.com/company/pockit
511,Portman Finance Group,portmanfinancegroup.co.uk,UK,"Fintech, Financial Services & Insurance",174.5,40,"24,866,736","8,939,877",100,32,2007,https://uk.linkedin.com/company/portman-finance-group
453,PragmaGO,pragmago.pl,Poland,"Fintech, Financial Services & Insurance",204.1,44.9,"26,427,368","8,081,968",119,73,2006,https://pl.linkedin.com/company/pragmagogroup
592,Qred,qred.se,Sweden,"Fintech, Financial Services & Insurance",146.1,35,"77,994,677","35,430,963",226,111,2015,
282,Roaring,roaring.io,Sweden,"Fintech, Financial Services & Insurance",332.8,63,"4,579,000","1,058,000",22,10,2016,https://www.linkedin.com/company/roaring.io/?ref=fintechprofile.com
594,Sagitta SGR,sagittasgr.it,Italy,"Fintech, Financial Services & Insurance",145,34.8,"6,601,689","2,694,396",31,11,2001,
976,Smart Partners,smartpartners.fr,France,"Fintech, Financial Services & Insurance",62.5,17.6,"4,427,352","2,723,985",12,9,2019,
203,SME Bank,smebank.lt,Lithuania,"Fintech, Financial Services & Insurance",467.1,78.3,6322693,1115011,82,25,2019,
415,smeGo,smego.com,Lithuania,"Fintech, Financial Services & Insurance",226.1,48.3,"43,602,679","13,371,261",120,70,2016,https://lt.linkedin.com/company/sme-go-uab
234,Sortter,sortter.fi,Finland,"Fintech, Financial Services & Insurance",391.4,70,10408000,2118000,15,9,2018,https://fi.linkedin.com/company/sortter-oy
395,TerraPay,terrapay.com,UK,"Fintech, Financial Services & Insurance",236.6,49.9,"62,624,264","17,064,733",705,218,2015,https://uk.linkedin.com/company/terrapay
284,TFY,transformify.org,UK,"Fintech, Financial Services & Insurance",328.3,62.4,"25,989,532","5,988,480",15,9,2015,https://uk.linkedin.com/company/transformify
304,VFX Financial,vfxfinancial.com,UK,"Fintech, Financial Services & Insurance",306.1,59.5,"16,589,445","4,031,365",69,35,2008,https://uk.linkedin.com/company/vfx-financial-plc
460,Weezevent,weezevent.com,France,"Fintech, Financial Services & Insurance",199.5,44.1,"356,305,114","118,988,247",240,100,2008,https://www.linkedin.com/company/weezevent
342,Yapily,yapily.com,UK,"Fintech, Financial Services & Insurance",279.6,56,"7,950,402","2,066,968",106,136,2017,
505,Zopa Bank,zopa.com,UK,"Fintech, Financial Services & Insurance",175.8,40.2,"365,903,664","130,908,745",814,452,2020,https://uk.linkedin.com/company/zopabank
461,Zuto,zuto.com,UK,"Fintech, Financial Services & Insurance",197.7,43.9,"100,236,174","33,222,143",545,383,2006,
536,8Wines,8wines.com,Czech Republic,Food & Beverages,163.6,38.1,"4,705,261","1,808,271",14,12,2015,
937,Alfa Fish,alfafish.be,Belgium,Food & Beverages,69.1,19.1,"27,233,147","16,106,865",31,21,1997,https://be.linkedin.com/company/alfa-fish-nv
77,Archie,myarchie.co,France,Food & Beverages,1063.2,126.6,2830499,243343,6,1,2020,https://www.linkedin.com/company/archieofficiel/
429,Aubert et Mathieu,aubertetmathieu.com,France,Food & Beverages,217.3,46.9,"2,071,465","652,926",4,2,2018,https://www.linkedin.com/company/aubertetmathieu/
833,Balmaz-Sütőde,balmaz-sutode.hu,Hungary,Food & Beverages,86.6,23.1,"7,474,341","4,463,011",170,174,1991,
51,Bella & Bona,bellabona.com,Germany,Food & Beverages,1699.8,162.1,3568016,198249,55,9,2018,https://www.linkedin.com/company/bella-bona/
506,Biere Appro,biere-appro.com,France,Food & Beverages,175.3,40.2,"4,027,549","1,462,908",4,3,2019,https://www.linkedin.com/company/biere-appro
149,Bio&Me,bioandme.co.uk,UK,Food & Beverages,640.3,94.9,10919221,1455467,15,12,2019,https://uk.linkedin.com/company/bioandme
120,Bonneval,bonnevalwaters.com,France,Food & Beverages,772.8,105.9,2244550,257179,56,20,2009,
931,Brocchetta,brocchettafood.com,Italy,Food & Beverages,69.7,19.3,"2,321,895","1,368,270",14,9,2019,
793,Cafés Di-Costanzo,cafesdicostanzo.com,France,Food & Beverages,93.4,24.6,"4,069,991","2,104,777",19,16,2007,
356,DASH,dash-water.com,UK,Food & Beverages,268.3,54.4,"20,776,968","5,567,478",34,17,2017,https://uk.linkedin.com/company/dash-water
278,Dog Heroes,dogheroes.it,Italy,Food & Beverages,337.8,63.6,"3,037,409","693,786",17,10,2019,
522,East Coast Bakehouse,eastcoastbakehouse.com,Ireland,Food & Beverages,170.1,39.3,"13,005,253","4,814,491",91,45,2015,https://ie.linkedin.com/company/east-coast-bakehouse
630,Etienne Coffee & Shop,franchise.etienne-coffeeshop.com,France,Food & Beverages,130.2,32,"3,550,045","1,542,245",18,6,2014,
839,Gustavo Gusto,gustavo-gusto.de,Germany,Food & Beverages,85.8,22.9,"135,442,026","72,894,188",535,359,2014,https://ca.linkedin.com/company/franco-fresco-gmbh
796,Gusti D'Italia,gustiditalia.com,Italy,Food & Beverages,93,24.5,"11,948,144","6,189,394",5,2,2009,
169,Holie's,holies.com,Netherlands,Food & Beverages,546,86.2,12125079,1876962,11,2,2018,https://www.linkedin.com/company/holie
22,Intermoma Food,chisiamo.intermoma.it,Italy,Food & Beverages,3144.2,218.9,18023779,555562,7,1,2021,https://it.linkedin.com/company/intermoma-food
491,KoRo,korodrogerie.de,Germany,Food & Beverages,184.8,41.8,"175,230,000","61,525,228",334,150,2014,https://de.linkedin.com/company/koro-offical
674,Le Chocolat Des Français,lechocolatdesfrancais.fr,France,Food & Beverages,118.1,29.7,"8,536,871","3,913,614",31,19,2014,
140,My American Shop,myamericanshop.be,Belgium,Food & Beverages,685.3,98.8,19220158,2447558,37,11,2020,
436,Patatas Gómez,patatasgomez.com,Spain,Food & Beverages,211.9,46.1,"73,650,134","23,613,443",99,75,1980,https://www.linkedin.com/company/patatas-aguilar/
323,Pinsami,pinsami.it,Italy,Food & Beverages,291.8,57.6,"39,007,620","9,957,010",136,53,2015,
2,Popeyes UK,popeyesuk.com,UK,Food & Beverages,22694.6,510.9,143342821,620538,2865,45,2021,
917,Regal Food Products Group,rfplc.com,UK,Food & Beverages,72.3,19.9,"47,122,072","26,986,852",250,165,2001,https://uk.linkedin.com/company/regal-food-products-group-plc
371,Rumori,rumoripolpetteria.com,Italy,Food & Beverages,251.3,52,"1,532,823","436,282",13,6,2018,
286,Scrumbles,scrumbles.co.uk,UK,Food & Beverages,327.1,62.2,"20,344,209","4,700,638",12,8,2015,https://uk.linkedin.com/company/scrumbles
27,Simmer Eats,simmereats.com,UK,Food & Beverages,2665.1,202.4,42257109,1508064,24,7,2018,https://uk.linkedin.com/company/simmereats
132,So Fast So Good,sofast-sogood.com,France,Food & Beverages,724.9,102.1,6799908,824350,67,36,2015,
631,T'a Milano,tamilano.com,Italy,Food & Beverages,129.6,31.9,"16,603,000","7,231,000",134,67,2008,
835,Worldwide Fishing Company,wofco-ltd.com,Spain,Food & Beverages,86.5,23.1,"403,241,332","216,211,702",71,43,2016,https://www.linkedin.com/company/worldwide-fishing-company-s.l./
567,Alcove Group,youralcove.com,UK,Health Care & Life Sciences,156.1,36.8,"9,081,374","3,499,672",101,32,2014,https://www.linkedin.com/company/alcove-group
624,BitterLiebe,bitterliebe.com,Germany,Health Care & Life Sciences,132.8,32.5,"24,862,395","10,677,743",40,14,2018,
248,Camascope,camascope.com,UK,Health Care & Life Sciences,366.6,67.1,2906094,614594,74,18,2015,https://uk.linkedin.com/company/camascope
332,Delft Imaging Systems,delft.care,Netherlands,Health Care & Life Sciences,287.8,57.1,"29,253,004","7,543,749",29,14,2002,
968,Eckert & Ziegler,ezag.com,Germany,Health Care & Life Sciences,64,17.9,"295,850,000","180,435,000","1,085",866,1992,https://de.linkedin.com/company/eckert-and-ziegler-se
733,elderbrook solutions,elderbrook.de,Germany,Health Care & Life Sciences,105,27,"13,281,002","6,479,722",48,33,2013,https://www.linkedin.com/company/elderbrook-solutions
417,Evondos,evondos.com,Finland,Health Care & Life Sciences,226,48.3,"54,216,385","16,630,125",457,119,2008,https://fi.linkedin.com/company/evondos-group
763,Gruppo Gheron,gruppogheron.it,Italy,Health Care & Life Sciences,100.3,26.1,"151,816,942","75,794,740","1,576",882,2010,
875,Kasseler Stottertherapie,kasseler-stottertherapie.de,Germany,Health Care & Life Sciences,78,21.2,"2,150,679","1,208,459",18,14,1996,
925,Knights Pharmacy,knightspharmacy.co.uk,UK,Health Care & Life Sciences,71.3,19.7,"83,559,875","48,131,929",500,200,1985,
694,König Fitness und Gesundheitszentrum,koenig-horb.de,Germany,Health Care & Life Sciences,112.3,28.5,"4,113,546","1,938,085",65,48,2016,
206,MCS Formulas,mcsformulas.com,Netherlands,Health Care & Life Sciences,447,76.2,2678692,489667,5,2,2019,https://www.linkedin.com/company/mcs-formulas/
679,Medinbox,medinbox.com,France,Health Care & Life Sciences,117.1,29.5,"4,660,000","2,146,472",38,8,2010,https://www.linkedin.com/company/medinbox
226,Revù Clinic,revuclinic.lt,Lithuania,Health Care & Life Sciences,410.9,72.2,5623862,1100829,79,27,2013,https://lt.linkedin.com/company/revuclinic
933,Rollz International,rollz.com,Netherlands,Health Care & Life Sciences,69.4,19.2,"5,207,169","3,074,209",17,11,2019,
297,Simple Online Pharmacy,simpleonlinepharmacy.co.uk,UK,Health Care & Life Sciences,313.2,60.5,"80,072,823","19,120,751",132,52,2015,https://uk.linkedin.com/company/simple-online-pharmacy
229,Tepsivo,tepsivo.com,Finland,Health Care & Life Sciences,400.9,71.1,1668000,333000,4,1,2020,https://fi.linkedin.com/company/tepsivo
53,Townhouse Group,townhouse.co.uk,UK,Health Care & Life Sciences,1579.6,156.1,15577027,915176,449,57,2020,https://uk.linkedin.com/company/townhousebeauty
82,ubiMaster,ubimaster.com,Germany,Health Care & Life Sciences,983.5,121.3,2037000,188000,30,6,2018,
79,WandelWerker Consulting,wandelwerker.com,Germany,Health Care & Life Sciences,1036.3,124.8,2021769,177929,19,1,2021,
125,Wellnest,wellnest.me,Germany,Health Care & Life Sciences,753.5,104.4,15650841,1833634,168,44,2017,
316,Amplitudes,amplitudes.com,France,Hospitality & Travel,295.7,58.2,"173,300,000","43,800,000",165,116,1991,
541,Autounion Car Rental,autounion.gr,Greece,Hospitality & Travel,161.4,37.8,"39,902,480","15,264,365",56,45,2003,
340,Bobs Gastronomie,bobs.de,Germany,Hospitality & Travel,280.8,56.2,"21,091,247","5,539,453",533,250,2007,
322,BPO Group,group.bpo.co.uk,UK,Hospitality & Travel,292.4,57.7,"31,426,767","7,903,467",19,5,1970,https://uk.linkedin.com/company/bluebird-private-office-group
566,Brightsun Travel,brightsun.co.uk,UK,Hospitality & Travel,156.5,36.9,"478,628,299","184,147,313",34,28,1986,https://uk.linkedin.com/company/brightsun-travel-uk-limited
117,Bytetravel,bytetravel.com,Spain,Hospitality & Travel,779.2,106.4,11188331,1272611,52,1,2021,
535,Camping-Car Park,pro.campingcarpark.com,France,Hospitality & Travel,164.5,38.3,"25,970,988","9,818,413",135,75,2011,
111,Coffi Lab,coffilab.co.uk,UK,Hospitality & Travel,808.6,108.7,7506854,815321,152,45,2020,
659,Die Genusswelt,diegenusswelt.com,Germany,Hospitality & Travel,121.8,30.4,"2,135,631","962,834",24,18,2007,
552,DiscoverCars,discovercars.com,Latvia,Hospitality & Travel,159.3,37.4,"71,423,958","27,547,588",197,74,2013,https://lv.linkedin.com/company/discover-car-hire
163,Ferryhopper,ferryhopper.com,Greece,Hospitality & Travel,569.4,88.5,16826611,2513663,108,48,2016,
319,FH55 Hotels,fhhotelgroup.it,Italy,Hospitality & Travel,293.1,57.8,"33,674,167","8,566,186",216,186,1955,
112,Flightcatchers,flightcatchers.com,UK,Hospitality & Travel,805,108.4,347353980,37873581,14,14,1998,https://uk.linkedin.com/company/flightcatchers
405,Flok,stayflok.com,Switzerland,Hospitality & Travel,230.5,49,"3,403,780","938,315",29,14,2016,https://ch.linkedin.com/company/stayflok
119,Fly4You,volonlinegroup.it,Italy,Hospitality & Travel,773.9,106,67024006,7669651,52,34,2011,
157,Freedome,freedome.it,Italy,Hospitality & Travel,589.5,90.3,3486887,505736,36,6,2019,
207,Globalis Viagens e Eventos Corporativos,globalisviagens.pt,Portugal,Hospitality & Travel,446.1,76.1,22683113,4153354,26,17,2015,
204,Golf Travel Group,golftravel.group,UK,Hospitality & Travel,463.9,78,26022124,4553482,34,16,2015,https://uk.linkedin.com/company/golf-travel-group-limited
551,Hackmann Hotels,hackmann-hotels.de,Germany,Hospitality & Travel,159.5,37.4,"13,232,595","5,098,908",160,117,1986,
208,Ison Travel,isontravel.com,UK,Hospitality & Travel,443.7,75.8,63524205,11528895,120,45,2013,https://uk.linkedin.com/company/ison-management-limited
144,Mutika EMC,mutika.it,Italy,Hospitality & Travel,670,97.5,20283301,2634090,14,13,2009,https://www.linkedin.com/company/mutika-dmc-&-events
724,My Property Host,mypropertyhost.com,UK,Hospitality & Travel,106.3,27.3,"8,130,241","3,888,707",57,14,2014,https://uk.linkedin.com/company/bvmvmv
94,Polarsteps,polarsteps.com,Netherlands,Hospitality & Travel,924.7,117.2,15737812,1535913,61,22,2015,
189,Salabam Solutions,salabamsolutions.com,Italy,Hospitality & Travel,492.3,80.9,29104897,4914000,29,15,2015,https://www.linkedin.com/company/salabam/
333,Tahir Investments,tahir-investments.com,Germany,Hospitality & Travel,286.7,57,"5,436,980","1,406,192",76,34,2017,
48,Viaggigiovani.it,viaggigiovani.it,Italy,Hospitality & Travel,1785,166.1,12519353,664147,14,9,2008,
98,WeRoad,weroad.com,Italy,Hospitality & Travel,888.1,114.6,96834000,9800000,200,79,2017,
439,&above,andabove.com,UK,IT & Software,210,45.8,"3,450,276","1,098,205",18,8,2018,
363,221e,221e.com,Italy,IT & Software,257.7,52.9,"3,122,632","873,069",16,10,2012,https://www.linkedin.com/company/221e/
716,84codes.com,84codes.com,Sweden,IT & Software,107.7,27.6,"24,344,999","13,102,351",31,20,2012,
477,AccountsIQ,accountsiq.com,Ireland,IT & Software,192.3,43,"12,715,027","4,350,666",146,80,2005,https://ie.linkedin.com/company/accountsiq
821,Acxias,acxias.com,France,IT & Software,89.3,23.7,"6,004,211","3,171,696",42,23,2007,https://be.linkedin.com/company/acxias?trk=ppro_cprof
910,Adelyce,adelyce.fr,France,IT & Software,73.5,20.2,"8,371,918","4,825,899",69,54,2007,
775,Adsi,adsi-group.com,France,IT & Software,97.2,25.4,"10,015,626","5,079,858",70,40,2005,https://fr.linkedin.com/company/adsi-group
127,Airteam,airteam.ai,Germany,IT & Software,743.2,103.5,3050000,361700,33,8,2018,
373,Amexio Group,amexiogroup.com,France,IT & Software,250.3,51.9,"120,311,259","34,342,775",930,265,2006,https://www.linkedin.com/company/amexio/
311,Ampeco,ampeco.com,Bulgaria,IT & Software,301.7,59,"6,741,487","1,678,086",144,40,2018,https://bg.linkedin.com/company/ampeco
961,AMVisor,amvisor.com,Germany,IT & Software,65.6,18.3,"2,924,431","1,766,164",25,18,2016,
514,AMX,amxconsulting.com,Germany,IT & Software,172.9,39.8,"10,458,000","3,832,000",20,13,2017,https://de.linkedin.com/company/amxconsulting
8,Aonic,aonic.co,Sweden,IT & Software,7566.4,324.8,174104000,2271000,663,135,2021,https://www.linkedin.com/company/aonic-ab
808,Appsfactory,appsfactory.de,Germany,IT & Software,91.2,24.1,"39,707,655","20,768,924",430,233,2009,https://www.linkedin.com/company/appsfactory
836,Aprovall,aprovall.com,France,IT & Software,86.4,23.1,"12,362,517","6,631,097",51,27,2008,https://uk.linkedin.com/company/approvall
956,Arcitek,arcitek.fr,France,IT & Software,66,18.4,"26,666,450","16,064,218",39,29,2012,https://fr.linkedin.com/company/arcitek
517,Arctic Stream,arcticstream.ro,Romania,IT & Software,171,39.4,"28,041,329","10,400,370",39,17,2017,
670,Astree Software,astree-software.fr,France,IT & Software,118.9,29.9,"10,975,000","5,013,215",100,60,2011,https://www.linkedin.com/company/astree-software/
840,Atol Conseils Et Développements,atolcd.com,France,IT & Software,85.4,22.8,"24,468,448","13,201,481",259,180,2000,
896,Atoss,atoss.com,Germany,IT & Software,75.8,20.7,"170,625,447","97,066,400",820,630,1987,https://www.linkedin.com/company/atoss-software
676,Audensiel,audensiel.com,France,IT & Software,117.8,29.6,"173,724,272","79,761,112","1,850","1,100",2013,https://www.linkedin.com/company/audensiel-technologies/
139,Aufinity Group,aufinity.com,Germany,IT & Software,690.9,99.2,10298540,1302058,170,61,2018,https://www.linkedin.com/company/aufinitygroup/
539,Autenti,autenti.com,Poland,IT & Software,162.2,37.9,"6,906,896","2,450,103",101,94,2012,https://pl.linkedin.com/company/autenti
37,Automated Analytics,automatedanalytics.co,UK,IT & Software,2096.7,180.1,3384376,152034,35,23,2013,https://www.linkedin.com/company/automated-analyticsuk
948,B2Digit,b2digit.com,France,IT & Software,68,18.9,"7,299,691","4,345,614",61,39,2016,https://www.linkedin.com/company/b2digit-lyon
760,Babylon Cloud,babyloncloud.com,Italy,IT & Software,101.1,26.2,"4,635,086","2,305,239",48,31,2014,https://www.linkedin.com/company/babyloncloud/
142,barely digital (vintrica),vintrica.com,Germany,IT & Software,681,98.4,81159000,10392000,17,4,2018,https://de.linkedin.com/company/vintrica
114,Beentouch,beentouch.com,Italy,IT & Software,785.5,106.9,3442859,388787,17,5,2017,https://www.linkedin.com/company/beentouch
748,Besharp,besharp.it,Italy,IT & Software,103.1,26.6,"6,932,195","3,412,972",49,33,2011,
845,BetterQA,betterqa.co,Romania,IT & Software,84.2,22.6,"1,837,503","1,002,486",10,16,2018,
42,BLP,blp.digital,Switzerland,IT & Software,1912.1,172,7781555,352338,65,12,2019,https://ch.linkedin.com/company/blp-digital
803,Blue energy,grupablue.pl,Poland,IT & Software,91.9,24.3,"9,212,427","4,464,789",70,40,2010,https://pl.linkedin.com/company/blue-energy-sp-z-o-o
572,Bryntum,bryntum.com,Sweden,IT & Software,154.9,36.6,"4,506,760","1,976,447",6,3,2009,https://www.linkedin.com/company/bryntum-ab
62,Bsport,pro.bsport.io,France,IT & Software,1343,143.5,9051546,627281,142,34,2018,https://fr.linkedin.com/company/bsportio
711,Business Changers,business-changers.it,Italy,IT & Software,108.8,27.8,"8,483,053","4,062,347",110,75,2012,https://it.linkedin.com/company/business-changers
558,Business Insights,businessinsights.es,Spain,IT & Software,158.3,37.2,"4,680,436","1,812,354",80,25,2017,https://www.linkedin.com/company/business-insights-spain
26,CarByte,carbyte.de,Germany,IT & Software,2803.5,207.4,23546615,810974,190,7,2021,
995,Celad,celad.com,France,IT & Software,60.7,17.1,"159,929,000","99,543,000","1,720","1,100",1992,https://www.linkedin.com/company/celad
267,Chapsvision,chapsvision.com,France,IT & Software,353.2,65.5,"186,700,000","41,200,000",542,150,2019,https://www.linkedin.com/company/chapsvision/
951,ClickLearn,clicklearn.com,Denmark,IT & Software,67.4,18.8,"7,890,731","4,726,163",25,25,2010,https://tz.linkedin.com/company/clicklearn?trk=products_seo_search
911,Cns Communications,cns-com.com,France,IT & Software,73.4,20.1,"20,197,832","11,646,819",144,95,2004,https://fr.linkedin.com/company/cns-communications
854,Concept International,concept.biz,Germany,IT & Software,82.6,22.2,"18,548,273","10,155,614",29,23,2004,
67,Connectd,connectd.com,UK,IT & Software,1199.7,135.1,6155926,467388,69,8,2019,https://uk.linkedin.com/company/connectd-co
374,Contents,contents.com,Italy,IT & Software,249.8,51.8,"7,412,000","2,119,000",30,15,2021,
478,CrazyGames,crazygames.com,Belgium,IT & Software,192.1,42.9,"23,675,655","8,106,264",35,13,2014,https://be.linkedin.com/company/crazygames
24,Cyberlift,cyberlift.fr,France,IT & Software,2954.1,212.6,4873651,159575,42,3,2021,https://fr.linkedin.com/company/cyberlift
122,Daintta,daintta.com,UK,IT & Software,756.1,104.6,11536646,1329826,61,8,2019,https://uk.linkedin.com/company/daintta
56,Dataiads,dataiads.io,France,IT & Software,1517.1,152.9,1637817,101280,29,2,2021,
222,Datapao,datapao.com,Hungary,IT & Software,414.3,72.6,3604874,780918,38,8,2016,https://hu.linkedin.com/company/datapao
926,dc AG,dc.ag,Germany,IT & Software,71.2,19.6,"9,965,779","5,820,005",90,60,2010,https://www.linkedin.com/company/dc-ag/
33,de Novo Solutions,de-novo-solutions.com,UK,IT & Software,2258.9,186.8,11762593,492063,118,12,2020,https://uk.linkedin.com/company/de-novo-solutions
407,Deepki,deepki.com,France,IT & Software,229.1,48.7,"39,683,000","12,060,000",421,98,2014,https://www.linkedin.com/company/deepki
306,Digital Factory Telecom,digitalfactorytelecom.fr,France,IT & Software,305.3,59.4,"2,855,660","704,522",12,5,2020,https://www.linkedin.com/company/digital-factory-telecom
548,Digitalpa,digitalpa.it,Italy,IT & Software,159.9,37.5,"7,341,732","2,825,180",67,43,2014,https://www.linkedin.com/company/digitalpa/
113,Diller,diller.io,Norway,IT & Software,801.4,108.1,1583227,207403,18,5,2016,https://www.linkedin.com/company/diller-as/
413,Docentric,ax.docentric.com,Slovenia,IT & Software,226.5,48.4,"6,884,853","2,108,783",29,7,2012,https://si.linkedin.com/company/docentric
508,Dreamix,dreamix.eu,Bulgaria,IT & Software,175.1,40.1,"19,942,429","7,249,608",203,120,2006,https://bg.linkedin.com/company/dreamix-ltd
205,ehotel,ehotel.de,Germany,IT & Software,460.6,77.6,118194010,21085176,209,70,2000,
994,Einden,ephoto.fr,France,IT & Software,60.8,17.2,"1,636,005","1,017,672",21,12,1998,
318,ElastIQ-Connect,elastiq-connect.com,Netherlands,IT & Software,295,58.1,"18,872,000","4,778,000",156,42,2018,https://www.linkedin.com/company/elastiqai
997,Elinext,elinext.com,Poland,IT & Software,60.4,17.1,"20,412,000","12,727,000",705,501,1997,https://www.linkedin.com/company/elinext/
288,Elsewhen,elsewhen.com,UK,IT & Software,325.7,62.1,"22,440,675","5,202,510",125,22,2011,https://uk.linkedin.com/company/elsewhen
95,Enzo Tech,enzotechgroup.com,UK,IT & Software,923.8,117.1,29116894,2806562,32,4,2021,https://uk.linkedin.com/company/enzo-tech-group
606,Epidemic Sound,epidemicsound.com,Sweden,IT & Software,138.1,33.5,"167,680,928","78,728,035",546,493,2009,
826,Equativ,equativ.com,France,IT & Software,88.5,23.5,"371,393,363","197,076,961",840,526,2005,https://www.linkedin.com/company/equativ
662,Eurécia,eurecia.com,France,IT & Software,120.7,30.2,"27,556,641","12,484,291",230,131,2006,
849,Exacon,exacon.it,Italy,IT & Software,83.6,22.5,"2,083,874","1,134,916",42,25,2007,https://www.linkedin.com/company/exacon-information-technology
718,Exclaimer,exclaimer.com,UK,IT & Software,107.2,27.5,"77,071,323","36,702,052",303,186,2001,https://uk.linkedin.com/company/exclaimer
485,Experticket,experticket.com,Spain,IT & Software,188.5,42.4,"1,659,136","575,157",20,12,2015,https://www.linkedin.com/company/experticket/
105,Eye Security,eye.security,Netherlands,IT & Software,834.2,110.6,11490000,1230000,160,20,2020,https://www.linkedin.com/company/eyesecurity/
758,Ezytail,ezytail.com,France,IT & Software,101.4,26.3,"7,943,326","3,943,185",60,30,2010,https://www.linkedin.com/company/logistique-nc/
99,Fekra Group,fekra-group.com,France,IT & Software,871.1,113.4,2460342,253350,40,10,2021,https://www.linkedin.com/company/fekra
998,Flavia IT-Management,flavia-it.de,Germany,IT & Software,60.1,17,"5,116,891","3,196,100",61,46,2001,
449,fobizz,fobizz.com,Germany,IT & Software,205.2,45.1,"6,572,549","2,153,850",33,8,2018,
101,Focaldata,focaldata.com,UK,IT & Software,864.4,112.9,8665187,886609,40,9,2017,https://uk.linkedin.com/company/focaldata
235,Frameo,frameo.com,Denmark,IT & Software,388.9,69.7,14329695,2939594,33,14,2015,https://www.linkedin.com/company/frameoapp
252,Freemiumplay,freemiumplay.com,France,IT & Software,363.3,66.7,"8,328,267","1,797,738",11,6,2018,https://www.linkedin.com/company/freemiumplay/
702,Gac Software,gac-software.com,France,IT & Software,110.9,28.2,"14,427,000","6,841,000",136,79,2007,
259,Gaia,iamgaia.com,UK,IT & Software,359.9,66.3,"4,803,541","1,030,609",30,10,2017,https://uk.linkedin.com/company/gaia-company
370,Generation Digital,gend.co,UK,IT & Software,251.8,52.1,"3,738,633","1,048,790",7,3,2017,https://uk.linkedin.com/company/gend-hq
621,gravity9,gravity9.com,UK,IT & Software,133.2,32.6,"12,981,390","5,494,127",105,66,2017,https://uk.linkedin.com/company/gravity-9
499,Groupe Fortify,fortify-group.com,France,IT & Software,180.4,41,"10,673,604","3,806,426",78,35,2014,https://fr.linkedin.com/company/fortify-group
689,Grupa Dealer,grupadealer.pl,Poland,IT & Software,113.5,28.8,"1,883,816","820,606",25,14,2015,https://www.linkedin.com/company/grupa-it
766,Harington Technologies,harington.fr,France,IT & Software,99.3,25.8,"46,808,250","23,492,778",107,108,2008,https://fr.linkedin.com/company/harington-tech
242,Hopkins,hopkins.systems,Germany,IT & Software,376.1,68.2,1569425,329676,27,19,2019,https://www.linkedin.com/company/hopkinstech/
620,Hostersi,hostersi.com,Poland,IT & Software,133.5,32.7,"13,293,042","5,295,247",42,41,2007,
283,Hostinger,hostinger.com,Lithuania,IT & Software,330.9,62.7,"182,517,000","42,362,507",637,854,2012,https://lt.linkedin.com/company/hostinger
448,Humans.tech,humans.tech,Italy,IT & Software,205.2,45.1,"3,384,088","1,108,881",34,15,2015,https://www.linkedin.com/company/wearehumanstech
579,Huware,huware.com,Italy,IT & Software,152.2,36.1,"27,906,383","11,064,813",72,40,2017,https://www.linkedin.com/company/huware/
80,HyBird,hybird.ai,UK,IT & Software,1017.7,123.6,2028285,179068,13,4,2018,https://uk.linkedin.com/company/hybrid-software-group-plc
691,ICS.AI,ics.ai,UK,IT & Software,113,28.7,"7,540,921","3,494,170",31,19,2018,https://uk.linkedin.com/company/ics-ai-ltd
884,Increso,increso.it,Italy,IT & Software,77,21,"5,999,475","3,389,540",100,61,2015,https://www.linkedin.com/company/increso-srl
182,Inex One,inex.one,Sweden,IT & Software,504,82.1,9099103,1684040,14,8,2018,https://www.linkedin.com/company/inex-one
583,Infrastructure Services,infrastructure-services.fr,France,IT & Software,150.7,35.9,"4,615,386","1,840,994",3,3,2015,
952,Innonation,innonation.it,Italy,IT & Software,67.3,18.7,"2,800,272","1,673,898",23,7,2014,
414,innoscripta,innoscripta.com,Germany,IT & Software,226.4,48.3,"64,706,000","19,827,000",398,185,2012,
398,Innowise,innowise.com,Poland,IT & Software,234.9,49.6,"63,138,897","17,293,837","2,563",756,2007,https://www.linkedin.com/company/innowise-group
970,Interactiv' Technologies,interactiv-technologies.com,France,IT & Software,63.8,17.9,"2,911,428","1,777,225",25,16,2008,https://www.linkedin.com/company/interactiv'%E2%80%8B-technologies
162,IQM Quantum Computers,meetiqm.com,Finland,IT & Software,570.4,88.6,17045766,2542466,281,152,2018,https://www.linkedin.com/company/iqm-quantum-computers/
386,ISO Public Services,iso-gruppe.com,Germany,IT & Software,240.3,50.4,"99,152,000","29,139,923",161,90,2014,https://gh.linkedin.com/company/iso-gruppe
642,IT Centric,itcentric.it,Italy,IT & Software,127.7,31.6,"16,707,742","7,338,527",48,28,2014,https://ca.linkedin.com/company/it-centric
466,Iteo,iteoconsulting.com,France,IT & Software,195.8,43.6,"4,098,785","1,385,657",34,11,2017,https://www.linkedin.com/company/iteo-software-house
607,ITFS,itfs.com,Poland,IT & Software,137.1,33.4,"44,442,266","17,428,555",600,300,2012,https://pl.linkedin.com/company/itfs
